uniqueid,title,slug,chillka,grammar,gram,def,exe,source,audio,wpcontrol,table,wpid
2.21314E+11,poye -,poye -,p,verbo,vt,"tratar con cariño, agasajar.",,,,20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">poye<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">poye<strong>pe egün</strong></td></tr></tbody></table",22548
2213140626,poyen,poyen,p,sustantivo,s,cariño.,,,,20200404,,22549
22131803,poñü,poñü,p,sustantivo,s,papas.,,,,20200404,,22550
221319,por,por,p,sustantivo,s,excremento (niño). »me,,,,20200812,,22551
2.21321E+11,pollera,pollera,p,sustantivo,s,"esp. falda, pollera.",,,,20200404,,22552
2.21325E+11,polera,polera,p,sustantivo,s,esp. polera.,,,,20200404,,22553
2213261213,pontxo,pontxo,p,sustantivo,s,frazada.,,,"<audio id=""2213261213"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/2213261213.mp3""></audio><div><a onclick=""document.getElementById('2213261213').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22554
2213261326,ponon,ponon,p,sustantivo,s,pulmón.,,,"<audio id=""2213261326"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/2213261326.mp3""></audio><div><a onclick=""document.getElementById('2213261326').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200812,,22555
2213262408,ponwi,ponwi,p,locativo,loc,"adentro, al fondo.",,,"<audio id=""2213262408"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/2213262408.mp3""></audio><div><a onclick=""document.getElementById('2213262408').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22556
2.21326E+13,ponwitu,ponwitu,p,locativo,loc,"adentro, al interior.",Ti txipatuwe ponwitu müley. ‘El baño está adentro.’ [MPZL],,"<audio id=""22132624081023"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/22132624081023.mp3""></audio><div><a onclick=""document.getElementById('22132624081023').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22557
2.21326E+21,ponwitule -,ponwitule -,p,verbo,vi,"estar adentro. »ponwi, ponwitu",Ti iyaelwe ponwituley. ‘La cocina está adentro.’ [MPZL],,"<audio id=""2213262408102325060027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/2213262408102325060027.mp3""></audio><div><a onclick=""document.getElementById('2213262408102325060027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">ponwitule<strong>pe egün</strong></td></tr></tbody></table",22558
2.21326E+29,ponwi katxüntuku,ponwi_katxüntuku,p,expresiones,exp,habitación de interior.,,,"<audio id=""221326240832090112032610230923"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/221326240832090112032610230923.mp3""></audio><div><a onclick=""document.getElementById('221326240832090112032610230923').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22559
22230028,pu ¹,pu ¹,p,partícula,part,"los, las. Antepuesto a personas y animales, los pluraliza.",Pu kompañ ‘los compañeros’. [MPZL],,"<audio id=""22230028"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/22230028.mp3""></audio><div><a onclick=""document.getElementById('22230028').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22560
22230029,pu ²,pu ²,p,locativo,loc,"adentro. Antepuesto a cosas, indica su interior.",,,"<audio id=""22230029"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/22230029.mp3""></audio><div><a onclick=""document.getElementById('22230029').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22561
22230625,puel,puel,p,sustantivo,s,este.,,,"<audio id=""22230625"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/22230625.mp3""></audio><div><a onclick=""document.getElementById('22230625').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22562
2223090604,pukem,pukem,p,temporal,temp,invierno; en invierno.,"Walüg ka pukem ta wütxegekelay. ‘En verano e invierno, no hace frío.’ [MPZL]<br>Pukem ta rume wütxegekey. ‘En invierno, hace mucho frío.’ [MPZL]",,"<audio id=""2223090604"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/2223090604.mp3""></audio><div><a onclick=""document.getElementById('2223090604').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22563
2.2231E+11,putu -,putu -,p,verbo,vt,"beber, tomar (alcohol) ~putu-",Txipay ñi pu wenüy egün putumealu. ‘Salió con sus amigos a beber.’ [MPZL]<br>¿Putukeymi? Müte putukelan. ‘¿Bebes alcohol? No tomo tanto.’ [MPZL],,"<audio id=""222310230027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/222310230027.mp3""></audio><div><a onclick=""document.getElementById('222310230027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">putu<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">putu<strong>pe egün</strong></td></tr></tbody></table",22564
2.2231E+11,putuwe,putuwe,p,sustantivo,s,bar. »pütokowe,Tüfachi putuwe zoy pülleley. ‘Este bar está más cerca.’ [MPZL],,"<audio id=""222310232406"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/222310232406.mp3""></audio><div><a onclick=""document.getElementById('222310232406').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22565
